en,et,description,file,hash
Local delivery,Kohalik tarne,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,e0fad42b51b29f19b2acfd276e205615
Manual Order,Käsitsi tellimus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,ef6e3146ad2c182a5959d36d844f9e86
Merchant/customer canceled,Kaupmees/klient tühistas,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,7ea0cffdb5e03c843347eeb581108032
Message,Sõnum,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,4c2a8fe7eaf24721cc7a9f0175115bd4
"Mug, SKU, plate...","Kruus, SKU, taldrik...",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,b518be76916411c019579565839c93d0
"Name, email, phone, city...","Nimi, e-post, telefon, linn...",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,c0827d5661249e051b675e0492c5313c
Needs attention,Vajab tähelepanu,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,d6f5722e464f95d8d6411841b90ee6d2
New,Uus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,03c2e7e41ffc181a4e84080b4710e81e
No customer notifications logged yet.,Kliendi teavitusi pole veel logitud.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,48218fcfd788b4b5f56dd426db85bcfa
No fulfilment activity logged yet.,Täitmise tegevust pole veel logitud.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,499b71b49b1de36650f9c940f4371b20
No fulfilment exceptions yet.,Täitmise erandeid pole veel.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,995703b6516744f56e2b2f8b4a361b1f
No previous customers,Varasemaid kliente pole,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,7b3beac475fb0a8dab424ade95961c6f
No products exist yet. Create or import products before creating manual orders.,Tooteid pole veel. Loo või impordi tooted enne käsitsi tellimuste loomist.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,1fbd0aedd55864b8240e534e9fb9f9cb
Note,Märkus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,3b0649c72650c313a357338dcdfb64ec
Open payment link,Ava maksulink,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,d0b2c3bdf72e9ff236216ab6d6d5ed25
Open value,Avatud väärtus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,d81b135a9ba813779e8a735d4a05ad10
Optional,Valikuline,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,ebb061953c0454b2c8ee7b0ac615ebcd
Optional product,Valikuline toode,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,7570eadbba79d6219415f7663646ec93
Order,Tellimus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,a240fa27925a635b08dc28c9e4f9216d
Order confirmation,Tellimuse kinnitus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,fb077ecba55e5552916bde26d8b9e794
Order detail,Tellimuse detailvaade,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,1ed94d36d645c22f77807b47707e309b
Order items,Tellimuse tooted,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2cee9edacddde0856a46d7db6aff9110
orders,tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,12c500ed0b7879105fb46af0f246be87
Orders,Tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,7442e29d7d53e549b78d93c46b8cdcfc
Orders accepted before stock arrives.,"Tellimused, mis on vastu võetud enne laoseisu saabumist.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,3a184f7642ee65781b1a4a0242856d31
"Orders created by checkout, including pending and failed payment attempts.","Kassa kaudu loodud tellimused, sh ootel ja ebaõnnestunud maksekatsed.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,4c0d3299201143545dfac8a2ab2a5091
Paid,Tasutud,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,e0010a0a1a3259ab5c06a19bad532851
Paid orders requiring fulfilment work until delivered or returned.,"Tasutud tellimused, mis vajavad täitmistööd kuni kohaletoimetamise või tagastamiseni.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,d4c9cb8702b6baa94221ab2670de0f54
Paid orders still visible in fulfilment.,"Tasutud tellimused, mis on täitmises endiselt nähtavad.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,76d71099a0c7c0ed07541d45da3d1828
Paid revenue and order activity for the last 7 days.,Tasutud käive ja tellimuste tegevus viimase 7 päeva jooksul.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2fcc9018856382daccb5ac748a762f09
Payment complete,Makse lõpetatud,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,ee1b6abe834d652a74fedd2f61a499e1
Payment link,Maksulink,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,f9c43173e5db74a01dd11ce73fbbb237
Payment link email,Maksulingi e-kiri,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2d339f6d6a7836bc7e63a6110e7f428b
Payment method,Maksemeetod,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,f0aaaae189e9c7711931a65ffcd22543
Pending,Ootel,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2d13df6f8b5e4c5af9f87e0dc39df69d
Pending + processing,Ootel + töötlemisel,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,5ee9e530fbbd898c2afbf8d6443ada5c
Phone,Telefon,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,bcc254b55c4a1babdf1dcb82c207506b
Pickup,Järeletulek,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,96fd07f8244c1d8b9a38930ea4bdec97
Pickup ready,Järeletulekuks valmis,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,0dffa27c3c6d1a40e4a140c9c98b5241
Postal code,Sihtnumber,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,572ed696f21038e6cc6c86bb272a3222
"Prefilled from order %s. Review stock, fulfilment, discounts, and customer details before creating the new order.","Eeltäidetud tellimuse %s põhjal. Vaata üle laoseis, täitmine, allahindlused ja kliendi andmed enne uue tellimuse loomist.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,f97bd71687a31b6a28ff10573d21858c
Preorder,Ettetellimus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,5be8b098f9b79cf3b18767ffc5ecd169
Preview total,Eelvaate summa,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,16bb0e271c9076fd73feb844171ae3f5
Processing,Töötlemisel,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,643562a9ae7099c8aabfdc93478db117
Product line %d,Tooterida %d,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2d34d61c1f9aaf73dee83368df35551d
Qty,Kogus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,03ab340b3f99e03cff9e84314ead38c0
Quantity line %d,Koguse rida %d,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,eb2f177e03189752cf20025cacbe6d04
Recent confirmations and fulfilment milestone emails.,Hiljutised kinnitused ja täitmise verstapostide e-kirjad.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,b8106d23e5dc2a6029fd502651738471
"Recent manual shipment, delivery, return, and tracking updates.","Hiljutised käsitsi saatmise, tarne, tagastuse ja jälgimise uuendused.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,8c9715eff36da82e578585fa60dbc23e
Recent Orders,Hiljutised tellimused,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,fd3458547ef9c3a8bd0e1e1b4ef2b4dd
Repeat,Korda,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,7020426cfb0a204051be4b3053d2acc8
Reset,Lähtesta,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,526d688f37a86d3c3f27d0c5016eb71d
Revenue chart,Käibediagramm,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,9ab66dbcdad20bc40ec2168b24cc1bcd
Revenue Overview,Käibe ülevaade,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,0b2ebf93afe5d231202b9adea9260dba
Search,Otsi,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,13348442cc6a27032d2b4aa28b75a5d3
Search customers,Otsi kliente,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,8c21c47c1d902c8a2a72183ab53387d3
Select previous customer,Vali varasem klient,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,f609d32846b09ecad6d8df2b355d92b1
Select product,Vali toode,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,94f4a55d52037aee6f01a214739d0fec
Sent,Saadetud,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,7f8c0283f16925caed8e632086b81b9c
"Service, setup fee, adjustment","Teenus, seadistustasu, kohandus",,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,58ee08755c69f6a7a26bd748529e9503
Shipping,Tarne,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,ea9cf7e47ff33b2be14e6dd07cbcefc6
Status,Olek,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,ec53a8c4f07baed5d8825072c89799be
Subtotal,Vahesumma,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2194aaec8cc7086ab0e93f74547e5f53
Tax %,Maks %,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,a7fa76ae71664800f8994ad52581e3c2
Test email,Testkiri,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,d0bcd38c77602b5db10697502d93c9ec
The product dropdowns below are filtered by this term. Selected products stay available after filtering.,Allolevad tooterippmenüüd on selle märksõnaga filtreeritud. Valitud tooted jäävad pärast filtreerimist saadavaks.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,6560ac976a05111969d55d3570faf3ee
Time,Aeg,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,a76d4ef5f3f6a672bbfab2865563e530
Total,Kokku,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,96b0141273eabab320119c467cdcaf17
Tracking,Jälgimine,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2205dc082ba550b67ad71e3e2241d9a6
Type,Tüüp,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,a1fa27779242b4902f7ae3bdd5c6d508
Unfulfilled or in-progress fulfilment.,Täitmata või pooleliolev täitmine.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,117a87ee4aadc13069fb7cf71f173f71
Unit price,Ühiku hind,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,6c957f72dc8cdacc75762f2cbdcdfaf2
Update,Uuenda,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,06933067aafd48425d67bcb01bba5cb6
Use customer,Kasuta klienti,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,54d0e80416c749abff9ed1e338d51c65
User,Kasutaja,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,8f9bfe9d1345237cb3b2b205864da075
View all orders,Vaata kõiki tellimusi,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,2309d9606fa9660d65acfbb60d055284
VIP,VIP,,site/modules/Mercato/src/Admin/ProcessMercatoOrderPanels.php,5a11e0bd65af42743f1db2f10bcbba8e
Actions,Toimingud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,06df33001c1d7187fdd81ea1f5b277aa
All attempts,Kõik katsed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,2042605b7727ccdef05ecd5e33649575
All events,Kõik sündmused,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,1aafb073a1a78e52e044177f67da6615
All refunds,Kõik tagasimaksed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,f1d04a8e88ccdad54438bd32bd462be7
All states,Kõik olekud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,6d28b9c928bcbe9303fbb74f8e7d2630
All statuses,Kõik staatused,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,96e3d398260724e0a83da53a2e9f20e7
Amount,Summa,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,b2f40690858b404ed10e62bdf422c704
Any,Suvaline,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ed36a1ef76a59ee3f15180e0441188ad
Apply filters,Rakenda filtrid,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,79ee641715155ec7d121815215f2b70c
Attempt flow looks healthy for this filter.,Katsete voog näib selle filtri jaoks korras olevat.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,cf8bb834c2fae76443da35e2653f31c2
Attempt ID,Katse ID,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,65e7b417776a888ef4a04dea6915c317
Attempt visibility,Katsete nähtavus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,f497fa68d9b65adac9313da52d73f0c6
Attempts,Katsed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,7ba3b8236d48d4f4c5ec03c3fe6b75a9
Awaiting final state,Ootab lõppolekut,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,22579c32b4632dcf789d5287be8495ca
Awaiting gateway confirmation,Ootab makseväravalt kinnitust,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,7b6fb78903ce0cb27b26810d19c588f6
Awaiting provider confirmation,Ootab teenusepakkuja kinnitust,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,9b08c129051be5b9bb4173eeb66c6493
Bank Transfer,Pangaülekanne,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,3726d2bc671a53445f9f57095bf9d76b
Canceled,Tühistatud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,0e22fe7d45f8e5632a4abf369b24e29c
Check refund status from the order detail page until the provider confirms.,"Kontrolli tagasimakse olekut tellimuse detailvaates, kuni teenusepakkuja kinnitab.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,630b880d591ddf4367bdef27f0aaefed
Check status,Kontrolli olekut,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,eb198fdad4db7833129225464420e067
Completed,Lõpetatud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,07ca5050e697392c9ed47e6453f1453f
Context,Kontekst,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ad4e206408c1c59bfb8a057ba7857446
Created,Loodud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,0eceeb45861f9585dd7a97a3e36f85c6
Current audit window,Praegune auditi ajaaken,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,61f7ec20d6888e4283642e24c210ff5c
Current filtered set,Praegune filtreeritud kogum,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,261e95a8ce812a99ee8c6a68163c85a5
Demo,Näidis,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,f0258b6685684c113bad94d91b8fa02a
Detail,Detail,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,a254c25adc7d10d7e9c4889484f875a5
Event,Sündmus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,a4ecfc70574394990cf17bd83df499f7
Export attempts,Ekspordi katsed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,84e74ec146a641d80fd8ab3e9c8b4c9b
Export CSV,Ekspordi CSV,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,c04f1e4841a6af78088d6ccf6f3a8a76
External ID,Väline ID,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,01ddb49044c161b11fdb0c41adbeb3b3
Failed,Ebaõnnestus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed attempts,Ebaõnnestunud katsed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,8de5dec02727520d8b1215f06862a620
Failed only,Ainult ebaõnnestunud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,975742c2b1056a87830e5c7695aa220f
Gateway,Maksevärav,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,926dec9494209cb088b4962509df1a91
"Gateway attempt lifecycle across checkout, payment links, retries, and client-side confirmations.","Makseväravakatse elutsükkel kassas, maksulinkides, korduskatsetes ja kliendipoolsetes kinnitustes.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,d488e699bf3ae312e040fbf3b0055986
"Gateway attempt lifecycle for this order, including retries and client-side confirmations.","Selle tellimuse makseväravakatse elutsükkel, sh korduskatsed ja kliendipoolsed kinnitused.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,edf558c23686f3dc62e8507dd4eae6b1
Gateway Status,Maksevärava olek,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,6f76790c71270306830a0507202f3d14
Gateways,Makseväravad,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,f4bb39e6340915be908d4b0121d6a05a
Initialized,Algväärtustatud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,59d87a4758a9d35fbaf6b204341bb399
Issued,Väljastatud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,76bfc7f2b681dbab03ac439f9a605a3d
Latest attempt,Viimane katse,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,0570c59bc863d54b01a2050d91af87ec
Latest refund event,Viimane tagasimakse sündmus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,5dd0c3e0dc427ab0f3620bf9c6769bec
Logged refund amount,Logitud tagasimakse summa,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,998b84eb94ae88db70626c1919c19cd4
Method,Meetod,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,4c3880bb027f159e801041b1021e88e8
Mollie,Mollie,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,7c478959c218087ffc4ad5d96e7f66a6
Needs retry or review,Vajab kordust või ülevaatust,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,3c27ed6d3d85c6ccc11f273db0f98059
No,Ei,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,bafd7322c6e97d25b6299b5d6fe8920b
No events,Sündmusi pole,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ee210f096a32271ef43ccd1035af27d4
No failed attempts in this set,Selles kogumis pole ebaõnnestunud katseid,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,2f45cf071e31f3d875a4a31d4a19975d
No gateway attempts have been logged for this order yet.,Sellele tellimusele pole veel makseväravakatseid logitud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,32bcc67754d513b51b2a244752684596
No payment attempts match the current filters yet.,Ükski maksekatse ei vasta veel praegustele filtritele.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,d1c7bfe6146966d0c69cef9828bc1feb
No payment attempts yet,Maksekatseid pole veel,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,3267bdafd104b49ca018388082743999
No pending refunds in the audit window,Auditi ajaaknas pole ootel tagasimakseid,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,530dc7b068c04c78eb271ae3757c64da
No refund events logged yet.,Tagasimakse sündmusi pole veel logitud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,68915e768f77a6753b8419fb09a5d6ab
No refund events yet,Tagasimakse sündmusi pole veel,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,40a10c864ca2732403c13a43c223ffb4
No rejected refunds in the audit window,Auditi ajaaknas pole tagasilükatud tagasimakseid,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,1ec1f5086a115e314e5d569d9de984f4
None,Puudub,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,6adf97f83acf6453d4a6a4b1070f3754
"Open the order, review provider status, and avoid duplicate refunds.","Ava tellimus, vaata üle teenusepakkuja olek ning väldi topelt tagasimakseid.",,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,aba5cf9c9bc9a1a92b83b982c41b268d
Open the related order and retry payment or send a recovery link.,Ava seotud tellimus ja proovi makset uuesti või saada taastamise link.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ed557d8abe8d57f6326f7b83f162a5f9
Operational health,Toimivuse tervis,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,b9deea4f8cf717d181c4e1d10097da29
Operator action,Operaatori toiming,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,380b00015957362ffb808b69346edf38
Order,Tellimus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,a240fa27925a635b08dc28c9e4f9216d
Order #%d filter active,Tellimuse #%d filter aktiivne,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,55b9a3eff19c874c020bc943c5d0fb79
Order ID,Tellimuse ID,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,d79cf3f429596f77db95c65074663a54
Paid,Tasutud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,e0010a0a1a3259ab5c06a19bad532851
Paid attempts,Tasutud katsed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,96cded5efbb3874929ba1cc2c4471ac1
Payment,Makse,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,c453a4b8e8d98e82f35b67f433e3b4da
Payment Attempts,Maksekatsed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,e4ba582ac4d08b27e376d082c73e3259
PayPal,PayPal,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ad69e733ebae8d264bccaa38d68830e8
Pending,Ootel,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,2d13df6f8b5e4c5af9f87e0dc39df69d
Pending provider result,Ootel teenusepakkuja tulemus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,63df2c6900548a6db835c29265cf740b
Processing,Töötlemisel,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,643562a9ae7099c8aabfdc93478db117
Processing attempts,Töötlemisel katsed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,570d80a25e16bfd2403145e8c168a695
Provider refund requested,Teenusepakkuja tagasimakse taotletud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,eb21dd9892b57e6c8f4ac8d38f2561bc
Provider rejection,Teenusepakkuja tagasilükkamine,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ebf96aee8f000007ded980c2d2119e2a
Provider result applied,Teenusepakkuja tulemus rakendatud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,f2c54b1473c88c23cde383ce5d3f847c
Quick filters,Kiirfiltrid,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,89d24daf0bdce656690f084b5f0af54e
Reason,Põhjus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,fffcb4d1e12c96b2f571f77ad25878b8
Recent provider-backed refund requests and reconciliation events.,Hiljutised teenusepakkuja tagasimakse taotlused ja tasaarvelduse sündmused.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ea611553cf949c2998ab21075f45781b
Reconciled,Tasaarveldatud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,279dc75d9cdde59345864c6bf38fd4b3
Refund audit looks healthy.,Tagasimakse audit näib korras olevat.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,4fd43922e2afc6e7f975e3e4f8a18312
Refund events,Tagasimakse sündmused,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,6ce212ea9fc67126f7bf9ca3c9dd5f63
Refund ID,Tagasimakse ID,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ea4ef81603749d8f4b0573ca2f926eb9
Refund visibility,Tagasimakse nähtavus,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ee7bd515262dc9460e07930ce5af3d04
Refunds,Tagasimaksed,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,53beb26d8bca00f56fbd295fdee83459
Reset,Lähtesta,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,526d688f37a86d3c3f27d0c5016eb71d
Review,Vaata üle,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,457dd55184faedb7885afd4009d70163
State,Osariik,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,46a2a41cc6e552044816a2d04634545d
Status,Olek,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ec53a8c4f07baed5d8825072c89799be
Stripe,Stripe,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ce7566d1d08cc094b74cf283cf9c56a5
Time,Aeg,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,a76d4ef5f3f6a672bbfab2865563e530
Timeline,Ajajoon,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,3d1f92a565d3b1a61880236e33c49bf3
Updated,Uuendatud,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,ff0a3b7f3daef040faf89a88fdac01b7
Wait for provider confirmation or webhook reconciliation.,Oota teenusepakkuja kinnitust või veebihaagi tasaarveldust.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,a36f0e09241ce10792b1c6eed76ee60a
Watch,Jälgi,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,f20658650d987d31063b593c05980397
Yes,Jah,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentPanels.php,93cba07454f06a4a960172bbd6e2a435
%s is already suppressed for recovery.,%s on taastamisest juba välistatud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,51b007fbdf760be9b43fc673c0d7cbfc
%s is not suppressed for recovery.,%s ei ole taastamisest välistatud.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,f372a6ca0245ca5a50579100ec07e96a
Bulk recovery cancellation failed.,Taastamise masstühistamine ebaõnnestus.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,fd1e985ab57353dbf36dfb0ee993d6c3
Bulk recovery cancellation was blocked.,Taastamise masstühistamine blokeeriti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,33c9c0145f830842fc7e59fda54d1151
Bulk recovery cancellation was blocked. Refresh the page and try again.,Taastamise masstühistamine blokeeriti. Värskenda lehte ja proovi uuesti.,,site/modules/Mercato/src/Admin/ProcessMercatoPaymentRecoveryActions.php,356731e28b6d4e7cff2c7d4aaae98eb0
